Time,Amount,Class
150993,9.25,0
150993,2494.4,0
150993,42.81,0
150993,3.99,0
150993,17.99,0
150994,258.67,0
150994,46.91,0
150994,324.75,0
150995,51.81,0
150995,89,0
150995,4.93,0
150996,521.2,0
150996,13.02,0
150998,9.99,0
150998,106.72,0
150999,44.34,0
150999,1.99,0
151002,2.37,0
151003,204.36,0
151003,94.6,0
151004,4.49,0
151005,83,0
151005,1,0
151005,15,0
151006,205.44,0
151006,76.4,0
151007,11.5,0
151008,1.99,0
151008,62.44,0
151008,59,0
151009,27.83,0
151009,5.53,0
151009,15,0
151009,56,0
151009,0.8,0
151009,29.95,0
151010,25,0
151010,93.59,0
151010,259,0
151012,17.47,0
151012,199.9,0
151013,1,0
151013,1,0
151014,123.43,0
151014,63.95,0
151014,74.99,0
151014,40.41,0
151015,25,0
151015,14.37,0
151015,1.29,0
151016,19.6,0
151016,0.01,0
151016,15,0
151017,3,0
151017,23.8,0
151017,10,0
151017,0.76,0
151018,18.33,0
151018,0.99,0
151018,3.58,0
151019,5.92,0
151019,77.93,0
151019,13,0
151019,0.76,0
151020,92,0
151020,171,0
151020,35,0
151020,116,0
151020,196.09,0
151020,44.22,0
151021,24,0
151021,35.91,0
151022,0.99,0
151023,494,0
151024,255.5,0
151024,65.85,0
151025,289.52,0
151026,4.49,0
151027,19.99,0
151027,0.77,0
151027,135,0
151028,1,0
151028,1.98,0
151029,10.7,1
151030,84.15,0
151031,7.99,0
151031,15.08,0
151031,0.76,0
151031,80.1,0
151031,0.28,0
151031,20,0
151031,1.79,0
151032,0,0
151032,58.47,0
151032,156.42,0
151033,550,0
151033,40,0
151033,0,0
151034,40,0
151034,213.61,0
151034,158.1,0
151034,0.76,0
151035,54.99,0
151035,71.96,0
151035,32.71,0
151037,110.53,0
151037,59.24,0
151038,38,0
151039,1,0
151039,180,0
151039,12.35,0
151039,135.5,0
151040,135,0
151040,5.95,0
151040,1.98,0
151040,17.71,0
151040,13.7,0
151041,53,0
151042,2.28,0
151042,2.29,0
151042,248.84,0
151042,15.09,0
151043,20,0
151043,2.69,0
151044,33.82,0
151044,7.7,0
151044,1.98,0
151045,400,0
151045,54.99,0
151046,39.95,0
151046,30.18,0
151048,39.99,0
151048,307.26,0
151049,49.9,0
151049,5.33,0
151049,42.81,0
151049,1,0
151051,61.24,0
151051,6.24,0
151051,214.1,0
151051,105,0
151052,89,0
151052,15,0
151052,196.14,0
151053,0.76,0
151053,12,0
151054,4.74,0
151054,615.87,0
151054,2.68,0
151054,646.34,0
151056,62.35,0
151057,0.89,0
151057,36.99,0
151057,20.9,0
151058,65.22,0
151058,15,0
151058,186.5,0
151059,4.99,0
151059,7.59,0
151059,273.51,0
151060,1.98,0
151061,1.98,0
151061,15,0
151063,0.12,0
151064,105.1,0
151064,77.9,0
151065,10,0
151065,10,0
151066,17.79,0
151066,24.12,0
151066,43,0
151067,8.99,0
151068,95,0
151069,9.43,0
151069,0.89,0
151070,0.89,0
151071,50,0
151071,74.99,0
151071,2.89,0
151071,1071.5,0
151072,4.99,0
151073,43.14,0
151073,3.89,0
151073,1,0
151073,5.49,0
151073,1,0
151073,9.99,0
151075,2.49,0
151075,1.99,0
151075,1.98,0
151075,220.8,0
151075,26,0
151076,213.98,0
151076,4.99,0
151076,44.82,0
151076,2.99,0
151077,2.58,0
151077,79.94,0
151077,68,0
151077,19.96,0
151077,82.7,0
151078,5.99,0
151078,31.13,0
151079,4.39,0
151080,3.12,0
151081,19.22,0
151081,1.98,0
151081,30.8,0
151082,200,0
151082,27.6,0
151083,34.66,0
151083,74.26,0
151084,24.99,0
151084,955.1,0
151084,1.85,0
151084,1.98,0
151085,402.9,0
151085,41,0
151086,40.99,0
151086,7.19,0
151086,0.12,0
151086,1.79,0
151086,89,0
151086,14.8,0
151087,336.82,0
151087,864.12,0
151088,20.5,0
151088,16.28,0
151088,1,0
151088,1.79,0
151088,12,0
151089,15,0
151089,19.93,0
151089,6.24,0
151090,49.95,0
151091,2.79,0
151091,74.95,0
151091,129.28,0
151092,5.9,0
151092,22.01,0
151092,129.19,0
151094,9.99,0
151094,27.23,0
151094,4.49,0
151094,1.98,0
151096,124.86,0
151096,126.69,0
151096,43.99,0
151097,34.58,0
151097,1.29,0
151097,121.36,0
151097,60,0
151098,1.98,0
151099,9.49,0
151099,917.32,0
151099,1,0
151100,128.35,0
151100,34.9,0
151100,3.57,0
151100,55,0
151101,697.5,0
151101,122.32,0
151101,417,0
151103,102,0
151104,135.71,0
151104,11.49,0
151104,5,0
151104,450,0
151104,1,0
151104,0.76,0
151105,59.29,0
151105,0,0
151105,9.99,0
151107,9.42,0
151108,8.13,0
151108,104.68,0
151108,7.96,0
151108,1,0
151108,300,0
151109,1.29,0
151109,120,0
151109,494.46,0
151110,106,0
151110,11.5,0
151111,237,0
151111,109,0
151112,1.98,0
151112,1,0
151112,143.49,0
151113,1.46,0
151113,1.9,0
151114,17.68,0
151115,2.58,0
151116,0.99,0
151117,8.99,0
151117,29.99,0
151117,270,0
151117,14.9,0
151117,56.75,0
151117,246.4,0
151117,60.3,0
151118,29.9,0
151118,2,0
151118,28.4,0
151119,88,0
151123,37.44,0
151123,8.5,0
151124,26.99,0
151125,20.09,0
151125,68.87,0
151126,15,0
151127,1.98,0
151127,6.05,0
151128,10.98,0
151128,0.95,0
151128,39.9,0
151128,39.9,0
151128,53.99,0
151128,53.99,0
151131,99.9,0
151131,59.24,0
151133,10.99,0
151133,0.49,0
151133,112.95,0
151133,2.7,0
151133,11.23,0
151134,127.69,0
151134,1,0
151135,8.96,0
151135,1.99,0
151135,8.96,0
151136,69,0
151137,90,0
151137,42.35,0
151137,100.8,0
151139,172,0
151139,0.89,0
151139,1,0
151140,96.8,0
151141,106.7,0
151141,4.49,0
151143,9.12,0
151143,8.99,0
151144,4.54,0
151144,11.3,0
151144,10,0
151145,27,0
151146,119.2,0
151146,74.29,0
151146,22.79,0
151147,3.08,0
151147,31,0
151149,89.9,0
151149,86,0
151149,1.98,0
151150,0.01,0
151151,8.99,0
151151,45,0
151152,109,0
151152,60,0
151153,0.99,0
151153,18.94,0
151154,7.5,0
151156,9,0
151156,3.54,0
151156,13,0
151157,1.98,0
151157,29.52,0
151157,220.5,0
151157,835,0
151158,15,0
151158,260,0
151159,59,0
151159,29.31,0
151160,6,0
151160,178.9,0
151160,1,0
151160,9.5,0
151161,1,0
151161,15.99,0
151162,3.57,0
151162,15,0
151163,2.69,0
151163,4,0
151163,15.17,0
151163,5.99,0
151163,0.79,0
151165,1,0
151165,1.79,0
151165,1,0
151165,25.89,0
151166,2.16,0
151166,1,0
151167,46.91,0
151167,31.9,0
151167,0.89,0
151168,200,0
151168,1.17,0
151169,10.99,0
151169,42.81,0
151170,9.99,0
151170,115,0
151171,94.84,0
151171,16,0
151171,5.5,0
151172,9.9,0
151172,3.59,0
151172,82.9,0
151173,1,0
151173,2,0
151174,6.24,0
151176,27.83,0
151176,30,0
151178,573.92,0
151178,5,0
151179,1.29,0
151181,9.99,0
151182,317.77,0
151182,8.49,0
151183,27.85,0
151183,40.9,0
151184,99.9,0
151184,137.68,0
151185,229.98,0
151186,9.99,0
151186,245.9,0
151187,72.6,0
151188,11.5,0
151189,15,0
151189,29.62,0
151189,14.49,0
151189,4.49,0
151189,1.29,0
151190,2.03,0
151190,25,0
151190,169.81,0
151191,40.08,0
151192,8.81,0
151192,0.77,0
151193,0.89,0
151193,100.5,0
151193,43.5,0
151194,11.5,0
151195,4.49,0
151195,85.9,0
151195,273,0
151195,22.4,0
151196,317.77,0
151196,22.6,0
151197,11.5,0
151198,100,0
151198,3.59,0
151199,64.99,0
151199,1.29,0
151200,40.46,0
151200,10,0
151200,1.98,0
151202,27,0
151202,65.27,0
151202,0.99,0
151204,174.99,0
151204,60.69,0
151204,16.98,0
151204,59.88,0
151205,13.98,0
151205,177.44,0
151206,84,0
151207,87,0
151207,83.85,0
151208,34.9,0
151209,10,0
151209,1,0
151209,2.69,0
151211,50.88,0
151211,17.9,0
151211,81.5,0
151211,2.95,0
151213,0.99,0
151213,455.6,0
151214,100.6,0
151215,60.8,0
151216,27.68,0
151218,20.25,0
151218,46.98,0
151219,40.78,0
151219,43.39,0
151220,9.98,0
151224,300,0
151224,190.39,0
151224,1,0
151224,1.12,0
151224,40,0
151225,1.98,0
151225,0.76,0
151225,34,0
151225,0.01,0
151225,4.29,0
151225,364.7,0
151226,599.38,0
151226,10.59,0
151227,4.49,0
151227,89.4,0
151227,15.99,0
151227,47,0
151228,102.11,0
151228,61,0
151228,7.7,0
151228,2.31,0
151228,125,0
151229,72.25,0
151229,9.98,0
151230,8.12,0
151230,6.42,0
151230,1.49,0
151232,26.82,0
151232,19.98,0
151233,11.5,0
151233,25.03,0
151234,4.49,0
151234,11.5,0
151235,128.24,0
151235,0.77,0
151235,3.56,0
151236,43.63,0
151236,8.97,0
151236,37.06,0
151236,0.89,0
151236,89.4,0
151236,81.82,0
151237,91.04,0
151237,500,0
151237,1.98,0
151238,74.99,0
151238,200,0
151238,0.89,0
151238,150,0
151239,3.6,0
151240,0.76,0
151241,28.99,0
151241,100,0
151241,19.99,0
151241,0.99,0
151242,10,0
151243,15,0
151243,37.83,0
151243,31.01,0
151243,2.77,0
151244,41.36,0
151244,28,0
151244,368.18,0
151244,1.98,0
151245,17.72,0
151245,13.48,0
151245,8.98,0
151245,3995.94,0
151245,90,0
151247,305.3,0
151248,98,0
151248,60.81,0
151250,2,0
151250,89,0
151251,8.99,0
151251,3.75,0
151251,2.36,0
151251,4.95,0
151252,89.85,0
151252,10.86,0
151253,0.89,0
151253,155.42,0
151254,7.03,0
151254,12.95,0
151255,0.89,0
151255,26.3,0
151255,209.2,0
151256,15.09,0
151256,0.99,0
151256,1.48,0
151257,11.69,0
151257,109.7,0
151257,0.76,0
151258,539.58,0
151258,1,0
151258,99,0
151258,330,0
151261,10,0
151261,223.04,0
151261,23.78,0
151262,204.75,0
151262,71.96,0
151263,69,0
151263,4.48,0
151264,89,0
151264,38.1,0
151264,30,0
151264,4.62,0
151264,1,0
151264,204.92,0
151264,18.96,0
151264,54.9,0
151266,50,0
151266,7.74,0
151266,125.4,0
151266,9.99,0
151267,4.99,0
151267,48.72,0
151268,98,0
151268,13.98,0
151270,13.34,0
151270,71.12,0
151271,15,0
151271,8.7,0
151271,3.99,0
151272,45,0
151273,100,0
151274,5.34,0
151275,51,0
151275,1.79,0
151275,0.76,0
151275,1.17,0
151276,197.08,0
151277,15,0
151278,29.95,0
151278,22.5,0
151278,85,0
151279,58.99,0
151280,2251,0
151280,1,0
151281,1.69,0
151282,1,0
151282,15.73,0
151282,59.99,0
151284,0.89,0
151284,13.62,0
151284,470.1,0
151284,20,0
151284,29.99,0
151284,101.99,0
151285,1,0
151285,1.52,0
151285,8.91,0
151286,0.99,0
151286,15,0
151287,9.27,0
151287,3.79,0
151288,0.99,0
151288,9.85,0
151288,3.1,0
151289,85.8,0
151289,60,0
151290,4.99,0
151290,120,0
151291,1,0
151291,19,0
151292,63.44,0
151293,3.74,0
151293,78.04,0
151294,1.5,0
151295,20,0
151296,52,0
151296,7.51,0
151298,16,0
151298,27.48,0
151298,49.32,0
151298,19.95,0
151298,1,0
151299,33,0
151300,80.56,0
151301,0.89,0
151301,5.64,0
151301,131.6,0
151301,432.35,0
151301,39.75,0
151304,1.53,0
151304,19.5,0
151308,3,0
151309,100.7,0
151309,0.69,0
151310,1.98,0
151310,39.95,0
151310,136,0
151310,39.36,0
151311,1,0
151311,16.5,0
151312,795.42,0
151312,2.95,0
151313,25,0
151313,5.53,0
151313,218.84,0
151314,76.69,0
151314,319,0
151314,9.99,0
151315,9.99,0
151315,44,0
151315,1,0
151317,1.98,0
151318,0.76,0
151318,39.95,0
151318,24.75,0
151318,1.59,0
151319,2.69,0
151319,8.73,0
151320,1.79,0
151320,106.66,0
151320,5,0
151320,16,0
151321,8.65,0
151321,39.97,0
151322,100,0
151322,2.69,0
151322,61,0
151324,10.9,0
151325,3.04,0
151325,89.2,0
151325,1.79,0
151326,102.33,0
151326,16.35,0
151326,14.95,0
151326,119.95,0
151327,1.29,0
151327,45,0
151327,12.9,0
151328,1.98,0
151328,78,0
151328,41.95,0
151329,1.79,0
151332,1.79,0
151333,16.99,0
151333,55.28,0
151334,4.5,0
151334,69.35,0
151334,0.88,0
151336,48.46,0
151336,17.99,0
151336,12.99,0
151337,29.54,0
151337,29,0
151337,1.49,0
151338,9.99,0
151338,2.69,0
151339,8.07,0
151339,19.99,0
151340,45.51,0
151340,143.05,0
151341,508.52,0
151341,55.2,0
151341,52.85,0
151342,1.79,0
151342,1.5,0
151342,1.9,0
151342,15,0
151343,12.59,0
151344,96.79,0
151345,274,0
151349,14.45,0
151349,1,0
151349,140.6,0
151350,1.79,0
151350,293,0
151350,2.5,0
151350,1.98,0
151351,69.99,0
151352,3.99,0
151353,0.01,0
151353,128.36,0
151353,59.99,0
151354,56.1,0
151354,147.86,0
151354,243,0
151354,4,0
151356,19.6,0
151356,1,0
151356,126,0
151357,10,0
151357,99,0
151357,1.98,0
151358,3.57,0
151358,19.6,0
151358,104.99,0
151359,1.98,0
151359,1.29,0
151360,5.9,0
151361,131.11,0
151361,2638.71,0
151362,1.29,0
151363,35.4,0
151363,66.98,0
151364,69.32,0
151364,9.99,0
151367,15,0
151367,19.8,0
151367,3.24,0
151368,9.21,0
151368,1255,0
151368,0.89,0
151368,1029.48,0
151369,1,0
151369,4,0
151369,8.99,0
151370,59.9,0
151371,0.76,0
151371,10.67,0
151371,1,0
151371,107.6,0
151372,0.89,0
151372,1.78,0
151372,11.23,0
151373,611.02,0
151373,179.48,0
151373,80.74,0
151373,89.96,0
151374,9.28,0
151375,320,0
151375,139,0
151376,1.29,0
151377,14.8,0
151377,98.9,0
151377,18.93,0
151377,274.43,0
151378,135,0
151378,37,0
151379,30.75,0
151379,12.98,0
151379,5.99,0
151379,172,0
151381,40,0
151381,59.95,0
151381,5.99,0
151382,55.6,0
151383,1.98,0
151384,35,0
151384,3.57,0
151385,1.79,0
151386,5.53,0
151387,45.66,0
151387,17.37,0
151388,7.7,0
151388,62.99,0
151388,29.9,0
151388,63.7,0
151389,42.51,0
151390,23.59,0
151390,15.99,0
151390,37.37,0
151390,32.9,0
151391,28.56,0
151392,0.22,0
151392,1,0
151394,1.99,0
151394,8.52,0
151395,1.98,0
151396,38.99,0
151397,102,0
151397,86.35,0
151397,8.49,0
151397,0.76,0
151398,11.5,0
151398,5.88,0
151399,961.69,0
151399,15.13,0
151399,1.79,0
151400,1,0
151400,91,0
151401,27.5,0
151402,8.69,0
151402,36.96,0
151402,12.99,0
151402,50,0
151403,9.99,0
151403,5.38,0
151403,7.48,0
151404,85.25,0
151404,10,0
151405,0,0
151405,55,0
151406,1.6,0
151406,6.63,0
151406,86.8,0
151407,2329.52,0
151407,189,0
151408,29.95,0
151408,5.78,0
151409,41.38,0
151409,73,0
151409,21.86,0
151409,77.14,0
151410,7.19,0
151411,7.4,0
151411,94.7,0
151411,79,0
151411,15.13,0
151411,104.02,0
151412,11.78,0
151412,165.82,0
151412,0.76,0
151413,292.96,0
151413,90,0
151414,69.9,0
151414,1,0
151414,12.31,0
151415,0,0
151416,1.29,0
151416,39.95,0
151416,131.93,0
151416,19.35,0
151417,17.99,0
151417,55.79,0
151419,9.84,0
151420,5.99,0
151420,11.99,0
151420,24.29,0
151420,99,0
151420,0.89,0
151420,0.85,0
151421,1,0
151421,19.99,0
151421,1.29,0
151422,7,0
151422,297.66,0
151423,0.76,0
151423,15,0
151423,90,0
151423,1.29,0
151424,361.96,0
151424,10.99,0
151424,1,0
151424,20.98,0
151425,0.89,0
151425,181.4,0
151426,157.09,0
151426,8.01,0
151426,4.21,0
151427,90,0
151427,0.76,0
151427,72.87,0
151427,200.22,0
151428,1.79,0
151428,49.3,0
151428,46.4,0
151429,47.79,0
151429,20.2,0
151430,44.99,0
151430,18.99,0
151430,0.89,0
151430,15.13,0
151431,47.7,0
151431,35.52,0
151432,37.89,0
151433,101.5,0
151433,117.9,0
151434,12.31,0
151434,6.38,0
151435,6.91,0
151436,200,0
151436,149,0
151437,238,0
151437,698.67,0
151438,25,0
151438,156.84,0
151438,465.32,0
151438,64.99,0
151438,3.98,0
151438,16.38,0
151439,340.52,0
151439,0.89,0
151440,320,0
151442,5.99,0
151442,182.85,0
151444,45.96,0
151444,1.29,0
151444,21.99,0
151444,106.06,0
151446,204.85,0
151448,179,0
151448,3.57,0
151450,9.39,0
151452,135,0
151452,41.18,0
151454,1.18,0
151454,54.5,0
151455,76.48,0
151455,121.8,0
151455,1,0
151455,4.49,0
151455,5,0
151455,3.78,0
151456,29.99,0
151457,3.78,0
151457,44.91,0
151457,42,0
151457,1,0
151457,9.99,0
151458,1,0
151458,60,0
151458,164,0
151458,24,0
151458,25,0
151458,89,0
151458,69.82,0
151458,16.3,0
151459,366.29,0
151460,7.7,0
151460,1510.84,0
151461,10.99,0
151461,1106.75,0
151461,21.5,0
151462,8.56,0
151462,9.99,0
151465,104.28,0
151466,200,0
151468,49.99,0
151468,25,0
151469,4.94,0
151469,25.71,0
151469,9.81,0
151469,2,0
151470,170,0
151470,30,0
151470,196.96,0
151471,23.95,0
151471,0.76,0
151471,2.69,0
151471,15,0
151472,23.37,0
151472,9.99,0
151473,5.47,0
151474,2,0
151474,29.99,0
151474,76.61,0
151474,0.89,0
151475,27.68,0
151475,8.04,0
151476,11.99,0
151476,14.99,0
151477,1.98,0
151478,622,0
151478,29.95,0
151478,120,0
151478,26.88,0
151478,1.98,0
151479,51.66,0
151479,12,0
151480,5,0
151480,61.18,0
151480,36.67,0
151481,10,0
151481,73.43,0
151481,43.79,0
151482,10.6,0
151482,26.96,0
151482,100,0
151482,2,0
151482,18.45,0
151483,20.54,0
151483,20.54,0
151483,7.35,0
151483,7.35,0
151485,4.71,0
151485,33.95,0
151485,17.09,0
151485,136,0
151485,8.99,0
151486,4.49,0
151486,19.34,0
151486,22.07,0
151487,6.29,0
151487,1129,0
151487,0.89,0
151487,56.18,0
151487,943.73,0
151488,2.25,0
151488,28.01,0
151488,11.5,0
151489,1.98,0
151489,221.79,0
151489,4,0
151490,1,0
151491,48,0
151491,308.78,0
151491,0.99,0
151491,17.99,0
151491,1,0
151491,4.49,0
151492,43,0
151492,1278,0
151492,0.99,0
151493,29.97,0
151493,0.99,0
151493,18.97,0
151493,1.98,0
151494,17.49,0
151494,4.4,0
151495,4,0
151496,71.96,0
151496,11.76,0
151496,29.99,0
151497,417.5,0
151499,25.79,0
151499,25.79,0
151499,73.94,0
151499,73.94,0
151499,22.28,0
151499,282.02,0
151499,6.96,0
151500,21.5,0
151501,44.53,0
151501,69.9,0
151501,217.48,0
151501,20.71,0
151503,50,0
151503,59.93,0
151504,1155.54,0
151504,49.99,0
151504,99.98,0
151504,10,0
151504,1.96,0
151505,47.5,0
151508,11.5,0
151508,23.75,0
151508,4.65,0
151510,3.99,0
151511,75.55,0
151511,267.38,0
151511,1.79,0
151511,20,0
151512,363.4,0
151513,45,0
151513,26.38,0
151513,60,0
151514,150,0
151515,89,0
151515,80.1,0
151515,1,0
151516,286,0
151517,1.79,0
151517,15.13,0
151517,1.98,0
151518,1.98,0
151519,10.62,0
151519,366.41,0
151519,502,0
151519,1,0
151520,269.23,0
151520,20,0
151521,1.98,0
151521,578.35,0
151521,8.37,0
151522,27.9,0
151522,7.7,0
151523,19.95,0
151524,113.79,0
151525,181,0
151525,978,0
151525,8.04,0
151526,1,0
151527,8.94,0
151527,15,0
151527,60,0
151527,31.61,0
151528,7.7,0
151528,15.94,0
151529,1.98,0
151529,54.99,0
151530,1,0
151530,9.12,0
151531,155.37,0
151531,24.16,0
151532,59,0
151532,36.59,0
151532,0.89,0
151532,40,0
151533,1.29,0
151534,101.11,0
151534,12.31,0
151535,7.99,0
151536,19.95,0
151536,570.54,0
151536,20.18,0
151536,1.98,0
151536,20.34,0
151537,1.98,0
151537,8.9,0
151538,28,0
151538,41,0
151538,89.99,0
151539,132,0
151539,1,0
151539,53.02,0
151539,1,0
151541,1.5,0
151542,1.98,0
151542,4.99,0
151543,5,0
151544,64.99,0
151544,40,0
151544,3.59,0
151544,0.01,0
151545,0,0
151545,0.76,0
151545,1,0
151545,0.77,0
151545,7.08,0
151546,12.5,0
151546,8.06,0
151546,6,0
151547,10.83,0
151547,8.99,0
151547,3.04,0
151548,18,0
151550,1.98,0
151551,44.95,0
151551,28.29,0
151551,15.88,0
151551,54.99,0
151552,315.23,0
151554,14.8,0
151554,8.94,0
151554,38.9,0
151556,174.63,0
151557,7.59,0
151558,2.75,0
151558,32.95,0
151559,60,0
151559,61,0
151559,10,0
151560,0.89,0
151560,29.8,0
151560,15,0
151560,13.7,0
151560,129,0
151561,1.98,0
151561,116.01,0
151562,50,0
151563,1.29,0
151563,54,0
151563,167.45,0
151563,885.42,0
151564,15.78,0
151564,40.78,0
151564,1.29,0
151564,59.99,0
151564,17.88,0
151565,4.36,0
151565,17.99,0
151565,33.46,0
151566,99.49,0
151566,72.86,0
151567,10,0
151567,29,0
151567,2.34,0
151567,66.58,0
151568,21.94,0
151568,9.99,0
151569,29,0
151569,0.89,0
151569,180.38,0
151569,14.01,0
151569,3.29,0
151569,1,0
151569,226.45,0
151570,19,0
151570,1,0
151572,955.83,0
151572,8.95,0
151573,7,0
151574,4.99,0
151574,10.99,0
151575,92.3,0
151576,27.6,0
151576,1.98,0
151577,1,0
151577,76.26,0
151577,24.43,0
151577,351,0
151577,17.99,0
151577,0.89,0
151578,10,0
151578,83.03,0
151578,1,0
151579,218,0
151579,2668,0
151580,44.9,0
151580,1158.3,0
151580,50,0
151580,42.81,0
151581,75.43,0
151581,8.88,0
151582,1.98,0
151583,4.46,0
151583,12.6,0
151584,55.14,0
151584,150,0
151585,1.79,0
151586,48,0
151586,0.89,0
151587,524.25,0
151587,16.94,0
151587,1.39,0
151588,7.53,0
151588,1,0
151589,45.89,0
151589,130.8,0
151589,333,0
151590,3.58,0
151590,7.86,0
151590,11.5,0
151590,82.48,0
151591,75.71,0
151591,124.4,0
151592,7.91,0
151592,159.9,0
151593,1.98,0
151594,9.99,0
151594,37,0
151594,92.45,0
151595,419.76,0
151595,0.12,0
151596,22,0
151598,66.52,0
151598,5.16,0
151598,0.53,0
151598,74.99,0
151599,4.55,0
151599,0.02,0
151599,18.98,0
151600,21.94,0
151601,1.98,0
151602,1217.5,0
151602,144,0
151602,1,0
151602,6.29,0
151603,711.32,0
151603,57.95,0
151603,0.76,0
151604,25,0
151604,1181.39,0
151604,127.21,0
151604,10,0
151605,5,0
151606,0.89,0
151607,1.98,0
151608,147.59,0
151609,360.77,0
151609,85.25,0
151609,71.63,0
151609,65.12,0
151610,9.57,0
151610,44.4,0
151610,1.98,0
151611,875,0
151611,0.89,0
151612,0.99,0
151612,1.18,0
151612,15,0
151612,215.41,0
151613,478,0
151613,0.16,0
151613,39.75,0
151615,36.91,0
151615,7.49,0
151616,0.89,0
151616,1.5,0
151617,46.4,0
151618,328.16,0
151619,173.83,0
151620,160.5,0
151620,66,0
151620,1,0
151621,20,0
151621,114.99,0
151621,34,0
151621,2.31,0
151622,1249.95,0
151622,1.98,0
151622,120.42,0
151622,1,0
151623,50,0
151623,40.95,0
151623,27.26,0
151627,27.52,0
151627,606.1,0
151627,44.8,0
151627,50.8,0
151628,4.49,0
151629,12,0
151629,272.65,0
151629,25.3,0
151629,11.5,0
151629,98.99,0
151630,59.99,0
151630,1.98,0
151630,32.99,0
151631,7.7,0
151631,51,0
151631,9.99,0
151632,0.76,0
151632,17.3,0
151634,29.76,0
151635,1.98,0
151636,0.89,0
151636,543,0
151637,5.28,0
151637,199.88,0
151637,9.99,0
151637,0.76,0
151638,1.02,0
151638,74.99,0
151640,345,0
151641,9.99,0
151641,1.98,0
151641,4.49,0
151641,57.11,0
151641,0.77,0
151642,36,0
151643,0.76,0
151644,36.79,0
151644,50,0
151644,24.74,0
151644,51.91,0
151645,100.7,0
151645,85.25,0
151645,45.91,0
151646,248.58,0
151647,11.99,0
151648,139.93,0
151648,20,0
151649,127.69,0
151651,10.78,0
151653,161.66,0
151654,255,0
151654,164.24,0
151655,61.3,0
151655,10,0
151656,5.99,0
151658,276.25,0
151658,18.91,0
151659,1,0
151659,7.7,0
151659,71.1,0
151661,49.51,0
151661,8.65,0
151662,1.29,0
151662,106,0
151662,69.95,0
151662,12.31,0
151663,3.7,0
151663,56,0
151663,288.43,0
151663,69,0
151665,9.9,0
151665,0.02,0
151665,1.79,0
151666,29.99,0
151668,7.48,0
151670,1,0
151670,19,0
151670,27,0
151670,2.99,0
151671,41.87,0
151672,49.99,0
151672,251.23,0
151673,45.98,0
151673,13.9,0
151673,0.12,0
151674,1,0
151674,4.49,0
151674,7.63,0
151675,103.98,0
151675,114.72,0
151675,9.72,0
151675,79,0
151676,9.99,0
151676,40.9,0
151677,2.97,0
151677,81.6,0
151677,0.89,0
151678,1,0
151678,4.79,0
151678,4.2,0
151678,15.99,0
151679,30,0
151679,83,0
151679,3,0
151679,19.99,0
151680,15.41,0
151681,33.75,0
151682,8.3,0
151683,18,0
151683,15.17,0
151684,26.87,0
151684,59.93,0
151685,246.64,0
151686,9.46,0
151686,9.8,0
151686,21.99,0
151687,35,0
151687,39,0
151687,50,0
151688,82.12,0
151688,39.99,0
151688,22.7,0
151688,16.7,0
151688,9.1,0
151689,25,0
151689,20.48,0
151690,26.51,0
151690,33.12,0
151690,55,0
151691,52.52,0
151692,233.68,0
151692,9.85,0
151693,80,0
151693,265.54,0
151694,24.49,0
151695,19.95,0
151695,46.75,0
151696,1.51,0
151696,9,0
151696,11.5,0
151697,177.46,0
151698,11.4,0
151700,104.8,0
151701,7.7,0
151701,1,0
151703,11.99,0
151703,11.5,0
151703,3.68,0
151703,9.99,0
151705,177.74,0
151705,144,0
151706,4.99,0
151706,130,0
151706,6.24,0
151706,33.95,0
151707,89.1,0
151707,9.99,0
151707,1.98,0
151707,79.95,0
151708,39.99,0
151708,0.89,0
151709,75.3,0
151709,94.43,0
151709,59,0
151709,135.7,0
151709,19.9,0
151710,37.3,0
151710,5,0
151711,37.62,0
151711,1185.99,0
151711,14.95,0
151713,229,0
151714,473.61,0
151714,289.62,0
151715,12,0
151717,99.99,0
151717,1.5,0
151717,24.85,0
151717,25,0
151717,38.04,0
151718,9.99,0
151718,5.38,0
151719,8.24,0
151719,1205.18,0
151719,9.99,0
151719,7,0
151720,8.4,0
151720,20.4,0
151721,188,0
151721,106,0
151721,1.29,0
151722,3.79,0
151722,8.95,0
151722,150,0
151722,5.32,0
151723,3.6,0
151724,6.42,0
151724,8.95,0
151724,58,0
151724,10,0
151724,4,0
151726,0.85,0
151726,139,0
151726,15.95,0
151726,42.87,0
151727,5.07,0
151727,46.53,0
151727,11.08,0
151728,435,0
151728,10,0
151728,269,0
151728,14.9,0
151729,10.99,0
151729,29.99,0
151730,94.15,0
151731,24.95,0
151731,15,0
151731,74.97,0
151731,29.99,0
151731,75.34,0
151732,133.5,0
151732,33.81,0
151733,0.76,0
151733,1,0
151733,1,0
151733,21,0
151733,11.98,0
151734,24.99,0
151735,177.44,0
151736,19.4,0
151736,1.98,0
151737,100,0
151737,15,0
151738,28.75,0
151738,184.85,0
151739,0.89,0
151739,36.9,0
151740,49.85,0
151741,0.99,0
151741,9.99,0
151741,2.86,0
151741,76.32,0
151741,55,0
151742,1.98,0
151743,4.77,0
151744,9.5,0
151744,188,0
151744,4,0
151744,1.98,0
151745,534.77,0
151745,229.57,0
151745,4.56,0
151746,9.99,0
151746,60.5,0
151746,76.02,0
151746,402,0
151746,1,0
151746,18.13,0
151746,69.99,0
151746,29.99,0
151747,75.86,0
151747,36.32,0
151748,59.14,0
